id,time_stamp,created_at,author,favourite_count,re_tweeet_count,text,original_tweet_id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,iso_language_code,source,user_id,conversation_id,stake_holder,
		"179","2014-02-07 17:15:51.769","2014-02-07","ScotRail","0","0","@DeanandMay Hi there those services are starting to run again. disruption due to an earlier signal fault. Sorry","431838725317087232","DeanandMay","431837643585122304","303417164","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","151","t",
		"211","2014-02-07 17:20:42.266","2014-02-07","ScotRail","0","0","@DatLancedJack Hi sorry to hear this please contact CR on 08456015929 or email scotrailcustomer.relations@firstgroup.com to log comments.","431839943737241600","DatLancedJack","431837015135768576","259080683","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","147","t",
		"139","2014-02-07 17:06:32.592","2014-02-07","ScotRail","0","0","@ChrisMitchell26 Hi there has been some disruption on that route due to an earlier signal fault. Please contact the help point","431836380281704448","ChrisMitchell26","431829581663072256","193873912","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","179868","t",
		"143","2014-02-07 17:07:56.025","2014-02-07","ScotRail","0","0","@SusanDumbleton HI Falkirk High or Ghmston and where are you travelling to please?","431836730103431168","SusanDumbleton","431829624478523393","2182239668","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","179880","t",
		"151","2014-02-07 17:09:36.832","2014-02-07","ScotRail","0","0","@DeanandMay Sorry what staiton is this and where are you travelling to please?","431837152893493248","DeanandMay","431832989224677376","303417164","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","179889","t",
		"171","2014-02-07 17:13:32.595","2014-02-07","ScotRail","0","0","@TheShugster71 HI there you can pick up a copy of the Conditions of Carriage at a manned staiton. Thanks","431838141948116992","TheShugster71","431830405004918785","154512199","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","179897","t",
		"253","2014-02-07 17:28:08.438","2014-02-07","ScotRail","0","0","@kathleenasaurus Hi sorry to hear this please contact CR on 08456015929 to have this investigated","431841815390867458","kathleenasaurus","431840264010092544","88413632","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","182285","t",
		"412","2014-02-07 18:14:21.527","2014-02-07","ScotRail","0","0","@SusanDumbleton Hi sorry about this please contact CR on 08456015929 or email scotrailcustomer.relations@firstgroup.com to log comments.","431853446791434240","SusanDumbleton","431852820107890688","2182239668","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","143","t",
		"416","2014-02-07 18:15:38.966","2014-02-07","ScotRail","0","0","@foetalgod Hi there. where did you make your original booking please?","431853770935664640","foetalgod","431851423652151296","47611656","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","383","t",
		"503","2014-02-07 18:24:38.43","2014-02-07","ScotRail","0","0","@foetalgod Hi. In that case you would need to call web support on 0844 556 5636 and they will advise. Thanks :-)","431856034224021504","foetalgod","431854060099362816","47611656","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","383","t",
		"582","2014-02-07 18:46:21.859","2014-02-07","ScotRail","0","0","@foetalgod No problem :-)","431861501209894912","foetalgod","431856529021870080","47611656","pl","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","383","t",
		"591","2014-02-07 18:49:34.239","2014-02-07","ScotRail","0","0","@christopherpate Hi. sorry to hear this. Staff are trained in how to deal with situations. Thanks","431862308114272256","christopherpate","431855307258875904","21526432","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"723","2014-02-07 20:29:36.895","2014-02-07","ScotRail","0","0","@leonamealyou Hi there. That is not a ScotRail service. This is operated by East Coast.","431887485237743616","leonamealyou","431884327065235456","1038210630","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","680","t",
		"731","2014-02-07 20:39:16.046","2014-02-07","ScotRail","0","0","@leonamealyou That's ok. No problem :-)","431889913987203072","leonamealyou","431888593800687616","1038210630","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","680","t",
		"828","2014-02-07 21:59:52.788","2014-02-07","ScotRail","0","0","Goodnight everyone back tomorrow morning","431910200980013058","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"831","2014-02-07 22:00:56.654","2014-02-07","ScotRail","0","0","@GrantRedmondx Hi that was the link to the page for timetables http://t.co/VS9Xnp4a52","431910469193170945","GrantRedmondx","-1","555573867","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"809","2014-02-07 21:49:40.331","2014-02-07","ScotRail","0","0","@GrantRedmondx Hi there are timetables on our website at this link http://t.co/VS9Xnp4a52","431907631750709248","GrantRedmondx","431905266486243329","555573867","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","777","t",
		"981","2014-02-08 07:03:48.95","2014-02-08","ScotRail","0","0","Good Morning everyone :)","432047087967281152","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"1229","2014-02-08 10:09:59.35","2014-02-08","ScotRail","0","0","Apologies,due to continuing @NetworkRailSCOT eng works,buses replace trains all day btwn Glas Qn St + Cumbernauld on Suns 9,16+23 Feb","432093940175867904","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"1303","2014-02-08 10:32:22.216","2014-02-08","ScotRail","0","0","RT @NetworkRailSCOT: 3.3 @scotrail Buses will replace trains as we carry out essential electrification work as we move towards the final st…","432099572559912960","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"1308","2014-02-08 10:32:31.56","2014-02-08","ScotRail","0","0","RT @NetworkRailSCOT: Sorry to any @ScotRail passengers intending to use line between Glasgow Queen St & Cumbernauld tomorrow, Sunday 9th Fe…","432099611780866049","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"1318","2014-02-08 10:37:59.129","2014-02-08","ScotRail","0","0","Lucky enough2have tix for @Scotlandteam v @EnglandRugby today? We’ve 14,000extra seats on trains but allow extra time as it’ll still be busy","432100985641902080","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"1299","2014-02-08 10:31:06.181","2014-02-08","ScotRail","0","0","@raymchenery Yes they can.","432099253549539328","raymchenery","432097275343814656","1524184435","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","1266","t",
		"1408","2014-02-08 11:09:05.954","2014-02-08","ScotRail","0","0","@johnnycobalt Hi, what time of day are you hoping to return?","432108815669284864","johnnycobalt","432107606900228096","141487106","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","179968","t",
		"1495","2014-02-08 11:55:49.512","2014-02-08","ScotRail","0","0","@johnnycobalt OK, there are trains every 15 mins at half past, quarter to on the hour and quarter past.","432120574819987457","johnnycobalt","432109309116555264","141487106","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","179968","t",
		"1670","2014-02-08 13:46:25.405","2014-02-08","ScotRail","0","0","@morv49 Hi, sorry I do not have info on this.","432148406837207040","morv49","432143239408521216","83588363","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","182306","t",
		"1816","2014-02-08 14:48:51.689","2014-02-08","ScotRail","0","0","@feefeegardner Hi there. CR do aim to respond within 7 days. However, they have received an unexpected influx of correpondence","432164121061367808","feefeegardner","432159561135710209","2181232617","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","1726","t",
		"1820","2014-02-08 14:49:45.697","2014-02-08","ScotRail","0","0","@MarcDeacon Hi those services are running ok at the moment.","432164347100807168","MarcDeacon","432159675145261056","277197515","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","1756","t",
		"1990","2014-02-08 17:05:19.005","2014-02-08","ScotRail","0","0","Due to signalling problems between Kirkhill and Newton Lanark svcs via Maxwell Park may be cancelled, delayed or revised at short notice","432198461354934272","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"1993","2014-02-08 17:05:39.067","2014-02-08","ScotRail","0","0","Train services between Glasgow Central and Glasgow Central via Queens Park Strathclyde may be cancelled, delayed or revised at short notice","432198545308131328","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"1996","2014-02-08 17:05:57.038","2014-02-08","ScotRail","0","0","Train services between Glasgow Central and Neilston may be cancelled, delayed or revised at short notice","432198620839182336","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"1999","2014-02-08 17:06:13.948","2014-02-08","ScotRail","0","0","Train services between Glasgow Central and Newton Lanark via Kings Park may be cancelled, delayed or revised at short notice","432198691777425408","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"2007","2014-02-08 17:07:01.138","2014-02-08","ScotRail","0","0","Customers with valid tickets can travel on First Glasgow local bus services only for the route shown on your ticket.","432198889803091968","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"2010","2014-02-08 17:07:25.974","2014-02-08","ScotRail","0","0","A replacement bus shuttle will operate between Neilston and Barrhead to connect onto train services at Barrhead to Glasgow","432198993960255488","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"1985","2014-02-08 17:03:01.631","2014-02-08","ScotRail","0","0","@Sol_00 Hi there services on that route are being disrupted due to an @NetworkRailSCOT signal fault. Sorry","432197885099515904","Sol_00","432197135225090048","38182166","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","1976","t",
		"1939","2014-02-08 16:26:02.215","2014-02-08","ScotRail","0","0","@cgfhamilton87 Glad to hear it. I will pass your nice comment on. Thank you :-)","432188575942451200","cgfhamilton87","432188283687542784","59563213","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","182310","t",
		"2142","2014-02-08 18:30:05.441","2014-02-08","ScotRail","0","0","@SRKenzie Hi there.  No sorry those services are still disrupted.","432219795321552897","SRKenzie","432218579992592384","381153843","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","1996","t",
		"2146","2014-02-08 18:30:44.129","2014-02-08","ScotRail","0","0","@JamesFarrell11 Please contact CR on 0845 601 5929 to have this investgiated please.","432219957456556033","JamesFarrell11","432217733493977088","88510699","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","2125","t",
		"2267","2014-02-08 21:33:04.21","2014-02-08","ScotRail","0","0","@cairngormstudio Hi there. Sorry no.","432265844010524672","cairngormstudio","-1","42472928","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"2189","2014-02-08 19:34:48.787","2014-02-08","ScotRail","0","0","@LinziDaHero Hi there those services are starting to run now","432236083414589440","LinziDaHero","432234471727714304","22153801","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","2185","t",
		"2201","2014-02-08 19:42:22.545","2014-02-08","ScotRail","0","0","@Dav3010 Hi sorry about this. There are ticket vending machines also at this station.","432237986596814848","Dav3010","432236489586774016","116846247","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","2195","t",
		"2259","2014-02-08 21:25:28.985","2014-02-08","ScotRail","0","0","@leehunt4 Hi there is usually a catering trolley on this service.","432263934012575744","leehunt4","432260906786242560","294098354","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","182314","t",
		"2299","2014-02-08 21:59:18.284","2014-02-08","ScotRail","0","0","Goodnight everyone back tomorrow morning. You can check live train info at http://t.co/3hGHWu5Jq3 for updates","432272445962481664","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"2287","2014-02-08 21:51:29.394","2014-02-08","ScotRail","0","0","@Vivwd Hi there those trains are running at the moment. :-)","432270479261700096","Vivwd","432268962500734976","142784770","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","2283","t",
		"2291","2014-02-08 21:52:52.433","2014-02-08","ScotRail","0","0","@MadrasLad Not nice. Sorry","432270827158253568","MadrasLad","432268277067575297","26575121","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","2263","t",
		"2295","2014-02-08 21:54:51.071","2014-02-08","ScotRail","0","0","@MadrasLad Hi there. Sorry CR are best placed to investigate your complaint that is why I referred you to them.","432271324502048768","MadrasLad","432268517258559488","26575121","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","2263","t",
		"2423","2014-02-09 07:03:47.237","2014-02-09","ScotRail","0","0","Good Morning everyone :)","432409470447390721","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"2452","2014-02-09 08:11:58.391","2014-02-09","ScotRail","0","0","Apologies,due to continuing @NetworkRailSCOT eng works,buses replace trains all day btwn Glas Qn St + Cumbernauld TODAY + 16+23 Feb","432426630037114881","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"2495","2014-02-09 09:42:50.101","2014-02-09","ScotRail","0","0","RT @NetworkRailSCOT: Sorry to any @ScotRail passengers intending to use line between Glasgow Queen St & Cumbernauld today 1.3","432449496141037568","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"2500","2014-02-09 09:42:53.237","2014-02-09","ScotRail","0","0","RT @NetworkRailSCOT: 3.3 @scotrail Buses will replace trains as we carry out essential electrification work as we move towards the final st…","432449509248204800","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"2479","2014-02-09 08:51:18.098","2014-02-09","ScotRail","0","0","@RobbieNewton1 Hi, we do not carry out engineering works. Please contact @NetworkRailSCOT","432436527323693056","RobbieNewton1","432435310849306624","37921839","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","2469","t",
		"2689","2014-02-09 11:15:59.123","2014-02-09","ScotRail","0","0","@IainJUK Hi, trains are operating on this route.","432472938202529794","IainJUK","432470504763842560","311571280","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","2668","t",
		"2938","2014-02-09 12:51:34.582","2014-02-09","ScotRail","0","0","@Mrs_JAitken Hi, yes Kids go Free is still available.","432496994775728128","Mrs_JAitken","432493924155158528","55657117","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","2897","t",
		"3070","2014-02-09 13:14:55.605","2014-02-09","ScotRail","0","0","@devil_gemx Yes there are services operating on this route.","432502871092133888","devil_gemx","432502087063453696","2148769013","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","2950","t",
		"3074","2014-02-09 13:15:39.379","2014-02-09","ScotRail","0","0","@BlueEyedRoni @NetworkRailSCOT Services will be back to normal tomorrow","432503054517424128","BlueEyedRoni","432502534528577536","598490848","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","3042","t",
		"3042","2014-02-09 13:12:46.999","2014-02-09","ScotRail","0","0","@BlueEyedRoni @NetworkRailSCOT Hello, what line are you referring to?","432502331549442048","BlueEyedRoni","432497666166382592","598490848","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","180000","t",
		"3299","2014-02-09 14:17:04.917","2014-02-09","ScotRail","0","0","@AdamsBitters Hi, yes thats correct. Buses all day today on this route.","432518512981327872","AdamsBitters","432510121089200128","58878184","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","3198","t",
		"3331","2014-02-09 14:26:35.846","2014-02-09","ScotRail","0","0","@JakeNeill14 Hi Jake, I persume you mean Ardrossan Harbour [ADS]?   This service has been affected by Overhead wire problems at South Beach.","432520907454550017","JakeNeill14","432517701853253632","961541467","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","3274","t",
		"3408","2014-02-09 15:23:02.612","2014-02-09","ScotRail","0","0","@ScottMorrison10 Hi there. Was this today please?","432535112732143617","ScottMorrison10","432534517731966976","40936439","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","3404","t",
		"3420","2014-02-09 15:27:17.002","2014-02-09","ScotRail","0","0","@ScottMorrison10 Thank you very much. I will pass your nice comment on to the relevant manager. :-)","432536179939233792","ScottMorrison10","-1","40936439","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"3521","2014-02-09 15:55:30.728","2014-02-09","ScotRail","0","0","@tikria Hi there. That service is currently showing as being 5 mins delayed. Sorry","432543283060146176","tikria","432541448027000832","484262601","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","3499","t",
		"3600","2014-02-09 16:16:50.726","2014-02-09","ScotRail","0","0","@efmutch HI there. The daytime trains from London are not ScotRail services.","432548652616536064","efmutch","432547651285155841","248875346","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","182338","t",
		"3701","2014-02-09 16:53:13.326","2014-02-09","ScotRail","0","0","@LewieMath This is due to scheduled engineering works. Info on webiste http://t.co/nA7vVF5J2d & at stations 12 weeks in advance.","432557806546583552","LewieMath","432557190487224320","547130249","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","3683","t",
		"3706","2014-02-09 16:54:23.932","2014-02-09","ScotRail","0","0","@AdamsBitters Hi. Yes. Please engineering work info at this link
http://t.co/nA7vVF5J2d Thanks","432558102379249664","AdamsBitters","432557211588780032","58878184","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","3198","t",
		"4239","2014-02-09 21:59:11.781","2014-02-09","ScotRail","0","0","Goodnight everyone back in the morning","432634808561598464","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"4235","2014-02-09 21:56:19.479","2014-02-09","ScotRail","0","0","@agonybroccoli Season tickets can be purchased in Advance. Say, on the Friday with a start date for Monday.","432634085681659904","agonybroccoli","432632712537858048","16980492","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","4196","t",
		"4591","2014-02-10 07:01:11.364","2014-02-10","ScotRail","0","0","Good Morning everyone one :)","432771206216159232","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"4686","2014-02-10 07:12:18.999","2014-02-10","ScotRail","0","0","@Ifraser2806 Haha, Cheers, and you :) Three!","432774006543233024","Ifraser2806","432772596640538624","382331748","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","4591","t",
		"4969","2014-02-10 08:00:03.538","2014-02-10","ScotRail","0","0","Due to @NetworkRailSCOT signaling problems between Irvine & Kilwinning, trains between Ayr & Glasgow Central may be revised at short notice.","432786021261246464","","-1","-1","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","","t",
		"4961","2014-02-10 07:56:23.781","2014-02-10","ScotRail","0","0","@stuspanks Sorry about that. I will get this passed on.","432785099529412608","stuspanks","432780882416783360","1466645880","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","4897","t",
		"5275","2014-02-10 08:33:35.677","2014-02-10","ScotRail","0","0","@gordonfuller Hi, sory about that. I will get this passed on.","432794460813275136","gordonfuller","432792471081607168","23510432","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","5199","t",
		"5279","2014-02-10 08:34:23.6","2014-02-10","ScotRail","0","0","@gordonfuller Sorry about that. I will get this pass onto relevant managers.","432794661867237376","gordonfuller","432792471081607168","23510432","en","<a href="http://www.conversocial.com" rel="nofollow">Conversocial</a>","61569136","5199","t",
